Car_Name,Year,Selling_Price,Driven_KMs,Fuel_Type,Transmission,Engine_Size_L,Mileage_kmpl
BMW 3 Series,2020,2367633.72,92065,  Electric ,Automatic,0.0,174.6
Hyundai i20,2016,162730.72,139601,Diesel,Manual,1.0,13.5
Toyota Fortuner,2024,946077.61,12068,Petrol,Automatic,,12.3
Tata Punch,2018,347843.38,115019,Hybrid,Automatic,1.4,21.4
Toyota Corolla,2014,252366.06,104399,Petrol,Manual,1.5,14.1
Mercedes-Benz GLE,2019,2966951.06,69875,Diesel,Manual,3.5,10.8
Toyota Camry,2016,869365.74,76040,Electric,Automatic,0.0,172.5
Maruti Suzuki Dzire,2009,120000.0,168638,Hybrid,Manual,1.0,23.9
Hyundai Creta,2018,351301.08,91633,Petrol,Automatic,1.4,7.6
Maruti Suzuki Ertiga,2023,536077.6,34180,Petrol,Manual,1.6,14.3
Volkswagen Vento,2014,200013.83,103419,Petrol,Manual,1.3,10.8
BMW 5 Series,2015,774388.99,150049,Hybrid,Manual,1.7,23.6
Ford EcoSport,2019,791447.67,81926,Petrol,Automatic,1.8,10.4
Tata Punch,2008,120000.0,241756,Diesel,Manual,1.4,13.0
Volkswagen Vento,2014,235355.06,205332,Diesel,Manual,1.7,17.6
Tata Altroz,2016,191114.29,160502,Diesel,Manual,1.4,14.2
BMW X5,2024,3420599.81,38092,Petrol,Automatic,2.2,11.1
Honda Civic,2008,120000.0,335091,CNG,Automatic,1.6,25.1
Maruti Suzuki Swift,2012,120000.0,185838,Diesel,Manual,1.0,12.9
Ford Focus,2017,705478.61,126368,Petrol,Automatic,2.3,12.1
BMW 3 Series,2013,754341.16,88971,CNG,Manual,2.5,19.2
Maruti Suzuki Baleno,2013,120000.0,152410,Petrol,Manual,1.1,14.5
BMW 5 Series,2009,402484.17,288761,Diesel,Manual,2.7,8.6
Toyota Camry,2021,564015.96,73327,Petrol,Manual,1.3,12.0
Ford Mustang,2016,451200.44,94591,Diesel,Manual,1.8,13.5
Honda City,2023,666846.85,37993,Petrol,Manual,1.5,13.0
Maruti Suzuki Brezza,2009,120000.0,192088,Petrol,Automatic,1.7,14.9
Mercedes-Benz GLE,2023,2345196.43,32934,  Diesel ,Automatic,1.6,13.3
BMW X3,2021,2025362.7,70267,Diesel,Manual,2.0,13.4
Hyundai i20,2012,140545.26,133039,Petrol,Automatic,1.2,13.4
Ford Fiesta,2020,770362.09,63291,Diesel,Automatic,1.6,14.5
Audi Q5,2013,859105.69,203744,Petrol,Manual,3.5,9.7
Hyundai Venue,2022,614352.01,69451 KM,Petrol,Automatic,1.5,15.0
Audi A3,2008,370710.7,273234,Electric,Manual,0.0,147.0
Hyundai Venue,2016,249593.02,90181,Petrol,Manual,1.5,15.1
Audi Q3,2012,644624.33,175624,Petrol,Automatic,2.5,12.7
Volkswagen Vento,2014,120000.0,238087,Diesel,Manual,1.0,15.6
Audi Q5,2011,811559.62,217184,Petrol,Manual,3.9,7.6
Volkswagen Polo,2015,244518.23,141914,  Petrol ,Manual,1.4,14.5
Ford Endeavour,2011,313704.2,175634,Petrol,Manual,2.9,11.2
Ford Focus,2018,755389.9,122686,Diesel,Manual,2.5,16.0
Volkswagen Vento,2009,120000.0,222006,Petrol,Manual,1.3,12.5
Mercedes-Benz A-Class,2008,582420.22,112111,  Electric ,Automatic,0.0,191.2
Mercedes-Benz A-Class,2018,1716519.04,110650,Petrol,Manual,2.8,9.8
Honda Accord,2010,152863.24,148625,Petrol,Automatic,1.5,14.8
Mercedes-Benz A-Class,2013,790034.58,173279,Diesel,Automatic,1.9,17.8
Audi Q5,2016,1568393.06,127316,Diesel,Automatic,2.9,8.8
Maruti Suzuki Swift,2017,166785.57,161776,Petrol,Automatic,1.5,11.9
Mercedes-Benz E-Class,2022,2285132.15,65132,Diesel,Manual,2.0,14.2
Tata Punch,2011,121977.06,181411,Petrol,Manual,2.0,11.2
Maruti Suzuki Dzire,2009,120000.0,302867,Hybrid,Automatic,1.3,25.8
Toyota Corolla,2021,552173.27,68091,Petrol,Manual,1.3,13.2
Mercedes-Benz A-Class,2012,713237.62,"233,321 km",Diesel,Automatic,2.4,8.7
Ford Endeavour,2012,320358.27,247771,Petrol,Automatic,2.7,11.0
Mercedes-Benz C-Class,2010,486472.59,49438,Petrol,Manual,1.7,12.4
Volkswagen Taigun,2011,156286.6,246068,Petrol,Manual,1.8,11.1
Audi A3,2012,625122.78,131407,Diesel,Manual,2.5,10.0
Volkswagen Polo,2008,120000.0,256385,Petrol,Automatic,1.3,9.4
Honda Accord,2024,1114998.28,12972,Diesel,Automatic,1.7,18.2
Toyota Fortuner,2019,902219.2,72034,Electric,Manual,0.0,150.5
Ford Endeavour,2010,159150.12,261638,Diesel,Automatic,1.6,15.6
Ford Endeavour,2023,2097465.78,19957,Diesel,Automatic,2.5,19.3
Toyota RAV4,2018,485747.43,116131,Petrol,Manual,1.8,
Audi A3,2015,848270.75,197464,CNG,Manual,2.6,27.7
Toyota Camry,2019,463015.21,93570,Diesel,Automatic,1.3,13.2
Maruti Suzuki Baleno,2021,241534.98,42212 KM,Diesel,Manual,1.1,20.0
Honda Civic,2010,257109.66,176090,Electric,Manual,0.0,165.5
Maruti Suzuki Baleno,2015,342588.78,128988,Electric,Automatic,0.0,162.9
Audi A3,2021,2477283.23,42913,Electric,Manual,0.0,173.8
Mercedes-Benz GLE,2012,576520.93,"115,581 km",Petrol,Manual,1.9,14.0
Maruti Suzuki Dzire,2020,214357.92,"44,579 km",Petrol,Automatic,1.0,17.4
Maruti Suzuki Swift,2017,231097.81,102139,Diesel,Manual,1.6,15.5
Mercedes-Benz C-Class,2008,642748.9,232153,Petrol,Automatic,3.7,7.1
BMW 3 Series,2011,658668.22,112464,Petrol,Automatic,2.5,10.5
Volkswagen Tiguan,2021,660718.99,64610,Petrol,Manual,1.5,12.3
Tata Harrier,2010,166172.81,179980,Electric,Manual,0.0,178.8
BMW 3 Series,2021,2400518.53,65737,CNG,Manual,2.8,27.1
Mercedes-Benz GLE,2018,1365157.91,77173,Petrol,Manual,2.2,9.5
Toyota Corolla,2014,156473.1,225904,Diesel,Manual,1.0,15.5
Ford Mustang,2015,543335.87,119973,Petrol,Automatic,2.7,8.7
Audi A6,2019,2092638.47,87759,Diesel,Manual,,9.8
Ford Mustang,2022,1820816.53,61572,Diesel,Automatic,2.7,12.0
Ford Fiesta,2022,1016636.57,34489,CNG,Automatic,1.7,29.7
Hyundai Verna,2013,120000.0,134397,Petrol,Manual,1.2,12.8
Honda Accord,2022,724516.89,37426,Petrol,Automatic,,
Ford Mustang,2021,2008184.22,35478,Diesel,Automatic,2.9,12.4
Mercedes-Benz A-Class,2015,1250002.68,101072,Diesel,Manual,2.8,13.1
Volkswagen Polo,2023,697898.52,29049,Diesel,Manual,1.1,13.5
Volkswagen Polo,2020,1005054.83,71492,Diesel,Automatic,2.2,17.5
Hyundai Venue,2012,195356.54,72856,Diesel,Automatic,1.8,14.0
Tata Altroz,2013,120000.0,127425,Petrol,Manual,1.1,12.0
Toyota Camry,2022,1670745.74,52982,Electric,Automatic,0.0,177.3
Volkswagen Vento,2009,120000.0,145842,Petrol,Manual,1.4,14.3
Volkswagen Virtus,2013,141173.15,196250,Diesel,Manual,1.2,13.8
Toyota Corolla,2021,514152.12,81956,Petrol,Automatic,1.1,11.8
Toyota RAV4,2014,190426.19,99001,Diesel,Manual,1.1,14.1
Maruti Suzuki Brezza,2016,133831.39,167579 KM,,Manual,1.3,16.4
Hyundai i20,2017,346191.94,79790,Hybrid,Automatic,1.4,19.1
Volkswagen Vento,2011,172122.27,149645,Petrol,Automatic,1.8,10.6
Ford Fiesta,2021,1822358.07,70537,Diesel,Manual,3.5,10.8
Volkswagen Polo,2015,441662.41,103525,Hybrid,Automatic,1.8,18.3
Audi A4,2023,4433603.44,36896,Diesel,Automatic,3.0,13.5
BMW X5,2008,251219.31,"202,946 km",Diesel,Manual,1.6,15.1
Tata Harrier,2016,217292.62,71131,Diesel,Automatic,1.1,16.7
Maruti Suzuki Ertiga,2014,120000.0,136854,Diesel,Manual,1.6,13.5
Maruti Suzuki Swift,2016,293935.12,36828,Diesel,Automatic,1.9,11.5
BMW X5,2024,3628495.68,24850,Petrol,Automatic,2.5,9.6
Honda City,2011,276696.76,280679,Electric,Automatic,0.0,163.8
Volkswagen Polo,2024,1207580.08,25111,Petrol,Automatic,1.6,17.0
Volkswagen Tiguan,2019,493947.83,"107,518 km",Petrol,Automatic,1.6,14.5
Toyota Fortuner,2020,518287.6,65508,Diesel,Automatic,1.0,14.8
Ford Focus,2008,200439.95,238257,Petrol,Manual,3.0,9.3
BMW 3 Series,2008,348961.38,230355,Petrol,Manual,2.3,11.0
BMW 1 Series,2019,1444712.89,117875,Diesel,Manual,2.0,14.8
Volkswagen Polo,2022,537193.31,53924,Petrol,Manual,1.2,15.9
Tata Punch,2010,120000.0,265958,Diesel,Manual,,17.2
Mercedes-Benz GLE,2014,1693555.01,149364,Diesel,Automatic,3.2,14.7
Toyota RAV4,2010,123271.76,264925,Petrol,Manual,1.7,17.6
Tata Harrier,2008,120000.0,"181,809 km",Petrol,Manual,1.7,
Hyundai Verna,2013,195901.33,161683,Petrol,Automatic,1.5,14.5
BMW 5 Series,2016,1111661.67,141918,Petrol,Automatic,2.4,10.7
Hyundai Verna,2016,321067.8,133331,Petrol,Manual,1.9,8.8
Ford Fiesta,2009,287875.64,215993 KM,Electric,Automatic,0.0,146.1
Ford Endeavour,2019,1018744.92,101357,Hybrid,Manual,2.3,20.2
Ford Fiesta,2023,2163455.29,29290,Diesel,Automatic,2.7,15.3
Audi A4,2012,855944.65,123289,Petrol,Automatic,2.5,9.9
Mercedes-Benz C-Class,2014,1926963.39,141283,Diesel,Automatic,3.8,15.4
Maruti Suzuki Dzire,2009,120000.0,159669,Hybrid,Automatic,1.7,18.3
Hyundai Tucson,2017,578432.9,96892,Electric,Manual,0.0,152.3
BMW X3,2009,582630.98,159763,Petrol,Automatic,3.1,10.1
Toyota RAV4,2017,404033.16,31546,CNG,Automatic,1.4,22.3
Maruti Suzuki Swift,2010,120000.0,251599,Petrol,Automatic,1.5,14.3
Audi Q3,2009,346675.83,192826,Petrol,Manual,2.1,11.9
BMW 5 Series,2024,4542022.98,19337,Diesel,Automatic,2.5,12.1
Volkswagen Vento,2017,230145.96,124306,CNG,Manual,1.1,23.5
Mercedes-Benz C-Class,2010,677186.12,205899,Electric,Automatic,0.0,163.0
Toyota Camry,2014,376905.41,149793,Diesel,Automatic,1.8,14.3
Toyota Camry,2009,120000.0,164879,Petrol,Automatic,1.2,15.4
Honda Civic,2022,691173.62,51225,Diesel,Manual,1.5,14.6
Audi Q3,2024,3440597.13,24442,Diesel,Manual,2.2,11.3
Hyundai Creta,2021,478133.2,50507,Petrol,Manual,1.5,13.8
Mercedes-Benz A-Class,2012,473006.46,241641,Diesel,Automatic,1.7,14.3
Honda City,2013,183585.3,77292,Petrol,Manual,1.3,12.5
Mercedes-Benz A-Class,2008,318212.92,221973,Diesel,Manual,2.0,15.0
Ford EcoSport,2017,459092.44,75343 KM,Petrol,Manual,1.7,13.2
Toyota Camry,2010,120000.0,"138,148 km",Hybrid,Manual,1.1,20.2
Toyota Yaris,2024,1101124.21,"36,444 km",Petrol,Manual,1.6,13.0
Honda City,2009,165373.12,233532 KM,Electric,Manual,0.0,165.4
Audi A6,2015,1051077.96,174290,Electric,Manual,0.0,179.0
Ford EcoSport,2020,1964681.17,45447,Hybrid,Automatic,3.4,20.3
Mercedes-Benz GLE,2008,470405.66,178683,Diesel,Automatic,2.3,11.8
Hyundai Tucson,2019,442395.48,57027,Diesel,Manual,1.4,13.7
Tata Punch,2018,227588.72,113239,  Hybrid ,Manual,1.0,15.8
BMW 1 Series,2017,1916950.68,130491,Electric,Automatic,0.0,131.8
Toyota RAV4,2020,538310.02,93649,Petrol,Manual,1.4,13.2
Audi Q5,2015,1432798.37,95540,Petrol,Automatic,2.9,11.1
Honda Civic,2010,120000.0,231198,Diesel,Manual,1.4,17.4
Volkswagen Tiguan,2009,147357.46,191332,Diesel,Automatic,1.5,15.7
Toyota Yaris,2023,990389.0,45065,Petrol,Manual,1.5,10.6
BMW 1 Series,2019,2429047.95,71131,CNG,Automatic,3.0,
Tata Harrier,2020,424767.79,70433,Petrol,Manual,1.7,13.0
Mercedes-Benz E-Class,2014,847052.95,156399,Petrol,Automatic,2.2,
Tata Harrier,2018,467713.86,56103,Diesel,Automatic,1.9,17.3
Ford EcoSport,2016,501386.34,122070,Diesel,Manual,2.2,14.1
Maruti Suzuki Baleno,2014,120000.0,147171,Petrol,Manual,1.4,12.2
Hyundai Tucson,2012,141651.76,146600,Diesel,Manual,1.6,14.8
Toyota Yaris,2019,762384.22,80616,Hybrid,Automatic,1.6,20.1
Tata Safari,2014,176603.23,219547,Hybrid,Manual,1.7,19.0
Volkswagen Polo,2010,205206.59,145986,Diesel,Manual,2.4,12.0
Toyota Corolla,2012,229193.9,114450,Petrol,Manual,1.6,12.3
Toyota Yaris,2021,710662.74,63650,Diesel,Automatic,1.2,9.7
Maruti Suzuki Ertiga,2018,303748.63,53027,Petrol,Automatic,1.6,10.7
Hyundai Tucson,2015,287608.3,159770,Diesel,Manual,2.0,12.1
Toyota Yaris,2024,1452039.21,32860,Petrol,Automatic,1.8,12.5
Honda Accord,2019,506264.9,88530,Petrol,Automatic,1.6,14.2
BMW X5,2018,999770.54,99926,Diesel,Manual,1.6,12.1
Hyundai Venue,2022,577039.61,66402,Petrol,Automatic,1.4,13.8
Ford Mustang,2024,1566993.89,21135,Petrol,Manual,2.2,10.8
Hyundai Tucson,2013,137373.71,260181,Diesel,Manual,1.4,12.7
Volkswagen Polo,2016,352075.87,137241,Diesel,Manual,1.6,17.3
BMW 5 Series,2024,4240466.38,15985,Electric,Manual,0.0,163.9
Mercedes-Benz GLC,2016,1817862.45,58780,Electric,Automatic,0.0,154.4
Audi A4,2017,1005434.06,123029,Diesel,Manual,2.1,15.6
Mercedes-Benz C-Class,2011,612495.89,222406,  CNG ,Manual,3.0,31.5
Mercedes-Benz E-Class,2021,2740483.49,59796,Diesel,Manual,2.7,11.7
Maruti Suzuki Swift,2024,660735.28,36417,Hybrid,Automatic,1.6,24.8
BMW 3 Series,2012,823392.6,162869,Electric,Automatic,0.0,169.3
Audi Q5,2016,1741854.55,118294 KM,Diesel,Manual,3.3,11.2
Volkswagen Virtus,2024,935788.55,24969,Diesel,Manual,1.4,9.7
Mercedes-Benz C-Class,2008,546558.84,228556,Diesel,Manual,,9.5
Honda CR-V,2022,590365.04,55362,CNG,Automatic,1.2,26.1
BMW X3,2024,3108010.49,13744,,Manual,1.9,10.5
Maruti Suzuki Baleno,2008,120000.0,294408,Diesel,Automatic,1.5,15.8
Ford EcoSport,2017,670892.56,102878,Petrol,Manual,2.5,11.1
Maruti Suzuki Baleno,2019,240768.7,89549,Petrol,Manual,,11.0
Ford Endeavour,2008,160360.06,321850,Diesel,Automatic,2.2,
Hyundai Creta,2010,120000.0,244809,Hybrid,Manual,1.7,21.8
Hyundai Tucson,2012,167126.66,171863,Diesel,Automatic,1.7,15.2
Tata Nexon,2015,231481.02,147160,Petrol,Manual,1.8,13.4
Tata Safari,2015,225495.46,121000,Petrol,Automatic,1.6,13.8
Toyota Camry,2013,181510.19,109057,Petrol,Manual,1.3,13.9
Tata Altroz,2023,806680.97,55485,Petrol,Manual,1.8,
Mercedes-Benz A-Class,2019,2082763.95,63382,Diesel,Manual,2.4,12.7
Hyundai i20,2018,285880.21,"87,034 km",Petrol,Manual,1.2,15.6
Maruti Suzuki Dzire,2021,341556.38,43532,Petrol,Manual,1.4,13.4
Ford EcoSport,2012,300029.62,199913,Petrol,Automatic,2.1,9.6
Audi A4,2010,413220.78,301964,Petrol,Manual,3.0,9.5
BMW 3 Series,2009,373328.84,230795,Petrol,Manual,2.6,10.0
Audi A6,2016,994359.53,127672,Petrol,Automatic,1.8,14.0
Honda Amaze  ,2008,120000.0,213734,Diesel,Manual,1.8,14.0
Audi A4,2009,345425.8,154310,CNG,Manual,2.6,22.3
Audi Q5,2010,918095.26,49626,Petrol,Automatic,3.3,9.3
BMW 3 Series,2020,1637811.47,55509,Petrol,Automatic,1.9,8.6
BMW X5,2021,2904599.98,62679,Diesel,Manual,3.0,12.4
Audi A4,2017,1657415.67,71310,Diesel,Automatic,2.7,15.2
Tata Nexon,2013,155694.05,182740,Petrol,Automatic,1.6,9.0
Toyota Yaris,2020,518191.99,93630,Petrol,Manual,1.4,
Mercedes-Benz GLE,2018,1882248.34,76207,Diesel,Automatic,2.2,12.7
Mercedes-Benz E-Class,2021,3050879.96,42984,Diesel,Automatic,2.8,14.0
Hyundai Venue,2009,134045.49,124792,,Manual,1.8,15.5
Mercedes-Benz E-Class,2021,4585909.75,"88,185 km",Diesel,Automatic,3.5,12.3
Volkswagen Taigun,2012,140351.3,136669,Diesel,Automatic,1.0,15.4
Maruti Suzuki Brezza,2016,165884.96,81406,Diesel,Manual,1.4,12.9
Ford Endeavour,2009,286935.91,"192,098 km",Diesel,Automatic,2.6,11.4
Volkswagen Tiguan,2017,326264.85,93415,Diesel,Manual,1.4,17.6
Maruti Suzuki Baleno,2014,120000.0,186467,CNG,Manual,1.7,21.2
Honda City,2019,348976.27,104774,,Manual,1.2,19.8
Toyota RAV4,2019,546085.6,69900,,Manual,1.5,9.2
Volkswagen Vento,2023,538549.22,29732,Diesel,Manual,1.0,16.2
Honda Amaze,2009,120000.0,324641,Petrol,Manual,1.6,12.2
Volkswagen Virtus,2019,405211.58,97223,CNG,Automatic,1.6,23.3
Maruti Suzuki Brezza,2022,422531.18,48280,Petrol,Manual,1.7,12.6
Ford Fiesta,2014,459410.41,"147,579 km",Diesel,Automatic,2.5,13.4
Tata Harrier,2014,166619.28,186985,Diesel,Automatic,1.6,15.0
Maruti Suzuki Dzire,2009,120000.0,153061,Diesel,Automatic,2.0,13.8
Ford Endeavour,2011,436290.5,165738,Petrol,Automatic,3.0,8.9
Honda Amaze,2008,120000.0,201434,Petrol,Automatic,1.7,9.4
Maruti Suzuki Ertiga,2014,230379.24,180286,Electric,Manual,0.0,159.9
Toyota Fortuner,2016,288794.76,168568,CNG,Manual,1.7,29.2
Volkswagen Tiguan,2009,120000.0,171865,Petrol,Manual,1.1,14.5
BMW X3,2022,4274242.54,41222,Petrol,Automatic,3.2,9.6
BMW 3 Series,2012,671447.05,201154,Diesel,Automatic,2.2,14.0
Honda Civic,2014,281797.42,142885,Petrol,Automatic,1.8,11.4
Mercedes-Benz C-Class,2015,902104.89,151489,Diesel,Manual,2.6,10.1
Volkswagen Virtus,2014,199055.85,156514,Petrol,Automatic,1.2,11.8
Toyota RAV4,2023,907969.94,34306,Petrol,Manual,1.7,12.3
Mercedes-Benz E-Class,2009,441492.76,213559,Diesel,Manual,2.2,14.9
Honda Accord,2022,756471.44,"23,883 km",Petrol,Automatic,1.5,16.5
Mercedes-Benz GLE,2021,2702357.54,55896,,Manual,2.6,12.5
Honda Amaze,2010,231841.88,250259 KM,Electric,Automatic,0.0,192.2
Audi Q5,2008,397674.94,98125,Petrol,Manual,2.3,9.1
Mercedes-Benz A-Class,2013,973694.83,207488 KM,Diesel,Automatic,2.7,7.7
Maruti Suzuki Swift,2012,120000.0,114222,Diesel,Manual,1.6,11.9
Volkswagen Virtus,2009,120000.0,178649,Diesel,Automatic,,11.6
Ford Mustang,2022,3020745.64,63727,Diesel,Automatic,4.4,6.2
Toyota Yaris,2013,140017.58,201801 KM,Petrol,Manual,1.2,13.6
Mercedes-Benz GLC,2008,371717.99,284821,Petrol,Manual,2.6,10.9
Toyota Corolla,2016,317293.12,81252,Diesel,Manual,1.5,13.2
BMW 3 Series,2012,792219.72,181057,Electric,Manual,0.0,150.8
Maruti Suzuki Swift,2016,160788.41,145589,Petrol,Manual,1.9,12.7
Mercedes-Benz GLE,2021,1833117.0,56665,Diesel,Manual,2.0,16.2
Honda City,2020,372137.47,36996,Diesel,Manual,1.1,15.8
Volkswagen Virtus,2009,120000.0,295067,Petrol,Manual,1.9,7.6
Ford EcoSport,2011,120973.06,237614,CNG,Manual,1.6,20.3
Maruti Suzuki Dzire,2019,241113.38,80913,Diesel,Automatic,,17.8
Hyundai Venue,2009,120000.0,322066,Petrol,Manual,1.0,12.5
Audi A3,2012,628261.89,245858,  Electric ,Manual,0.0,160.3
Toyota Fortuner,2009,140857.43,260750,Hybrid,Manual,1.8,22.0
Mercedes-Benz A-Class,2022,2952242.44,60297,Petrol,Manual,2.7,14.0
Maruti Suzuki Swift,2012,120000.0,166573,Petrol,Manual,1.3,15.6
Tata Nexon,2024,699382.22,9639,Diesel,Manual,1.3,10.3
Honda Amaze,2010,143299.31,115693,Petrol,Manual,,13.8
Mercedes-Benz E-Class,2023,3097838.23,64779,Petrol,Automatic,2.2,10.6
Mercedes-Benz GLE,2016,1526435.19,101137,Petrol,Manual,2.8,7.6
Tata Nexon,2010,120000.0,196340,CNG,Automatic,1.3,25.1
Mercedes-Benz GLC,2011,568902.74,205411,Petrol,Automatic,2.2,11.8
Maruti Suzuki Baleno,2011,120000.0,127160,Petrol,Automatic,1.3,13.3
Ford Fiesta,2010,376075.35,170368,Diesel,Automatic,3.3,12.4
Tata Harrier,2023,579347.01,33593,Diesel,Manual,1.5,16.2
BMW 5 Series,2009,364252.67,277703,Diesel,Manual,2.8,13.4
Tata Altroz,2021,769690.16,38151,Diesel,Manual,2.2,12.3
Audi A4  ,2011,576207.24,230874,Petrol,Automatic,2.4,11.7
Mercedes-Benz C-Class,2016,1525956.08,149148,Petrol,Automatic,2.7,9.7
Ford Fiesta,2021,1060399.26,65997,Hybrid,Manual,2.2,23.6
Toyota RAV4,2022,661846.91,57637,Diesel,Manual,1.3,15.2
Tata Altroz,2014,168284.84,123758,Diesel,Manual,1.6,16.0
Tata Nexon,2008,120000.0,283223,Electric,Manual,0.0,159.1
Mercedes-Benz E-Class,2013,725638.74,163666,Petrol,Manual,2.5,10.8
Maruti Suzuki Swift,2019,477784.53,99915,Electric,Manual,0.0,157.7
Tata Punch,2010,120000.0,195975,Diesel,Automatic,1.3,16.3
Ford Endeavour,2016,668503.28,150977,Diesel,Automatic,2.8,15.3
Toyota Yaris,2015,220766.38,"93,048 km",CNG,Automatic,1.0,28.2
Toyota Camry,2018,716710.46,78529,Diesel,Automatic,2.0,13.5
Audi Q3,2014,774130.64,144388,Petrol,Manual,2.3,9.9
Volkswagen Vento,2023,867921.24,38601,Petrol,Automatic,1.3,13.6
Maruti Suzuki Brezza,2011,167024.97,115088 KM,Electric,Manual,0.0,161.1
Audi Q5,2020,2633305.73,29771,Diesel,Manual,3.1,7.8
Maruti Suzuki Baleno,2015,179855.25,80887,Hybrid,Manual,1.5,26.8
Mercedes-Benz GLE,2022,3113393.6,58461,Diesel,Automatic,2.2,12.0
Volkswagen Polo,2009,221563.94,138303,Electric,Manual,0.0,159.5
Audi A6,2015,1180326.24,120373,CNG,Automatic,2.4,24.0
Tata Nexon,2019,303392.7,54889,Diesel,Manual,1.3,19.2
Audi Q3,2010,499586.72,220491,Electric,Automatic,0.0,151.8
Tata Nexon,2022,490752.39,17437,Diesel,Manual,1.3,17.8
Hyundai Tucson,2013,146898.1,175274,Petrol,Automatic,1.4,15.1
Audi A6,2021,4695090.26,60227,Diesel,Automatic,3.8,10.1
Maruti Suzuki Baleno,2013,148894.78,154288,Petrol,Automatic,1.7,12.3
Toyota Fortuner,2014,496707.79,114768,Electric,Manual,0.0,142.9
Tata Safari,2021,330441.68,78540,Diesel,Automatic,1.0,15.1
Toyota Fortuner,2015,205883.74,130904,Diesel,Manual,1.0,17.6
Mercedes-Benz GLE,2008,379564.66,294975,Petrol,Manual,2.7,12.6
Honda CR-V,2023,1069844.55,51771,Petrol,Manual,2.1,11.5
Maruti Suzuki Baleno,2020,251170.09,108540,Diesel,Automatic,,13.7
Audi A6  ,2024,2511590.45,6410,Diesel,Manual,1.6,15.3
Hyundai Venue,2023,893726.9,29495,Petrol,Automatic,1.7,13.4
BMW 1 Series,2021,1645666.31,71751,CNG,Manual,1.9,23.4
Honda Amaze,2024,1951115.26,23160,Electric,Automatic,0.0,175.1
Honda CR-V,2016,245009.43,69317,Petrol,Automatic,1.3,12.7
Ford Focus,2023,1881679.86,34734,Petrol,Automatic,2.4,9.2
Toyota Corolla,2016,362539.79,88494,Petrol,Automatic,1.2,11.0
Hyundai Creta,2010,120000.0,233258,Diesel,Automatic,1.2,17.0
Maruti Suzuki Baleno,2016,223459.44,117181,Diesel,Automatic,1.7,12.6
Ford Fiesta  ,2024,2971134.04,27180,Diesel,Manual,4.0,9.9
Toyota RAV4,2022,804858.59,29968,Petrol,Manual,,8.5
Honda City,2020,746872.71,112313,Petrol,Manual,2.1,13.8
BMW 3 Series,2010,558348.95,177695,Petrol,Manual,3.3,6.3
Hyundai Creta,2017,408092.52,99091,Diesel,Manual,1.8,17.1
BMW X5,2022,2935078.62,56363,Petrol,Automatic,2.3,10.7
Honda City,2017,385889.76,84392,Diesel,Manual,1.5,13.8
Hyundai Creta,2015,237575.76,150632,Diesel,Manual,1.6,12.2
Toyota Yaris,2024,1325933.31,3000,Petrol,Automatic,1.7,11.8
Honda Amaze,2022,884220.92,65974,Diesel,Automatic,1.8,14.0
Tata Harrier,2013,120000.0,180794,CNG,Manual,1.3,28.4
Audi A3,2011,438491.82,174332,Diesel,Manual,1.9,16.9
Hyundai Tucson,2021,1084898.01,51582,Electric,Manual,0.0,191.9
Volkswagen Polo,2024,802575.61,19840,Diesel,Automatic,1.0,13.1
Hyundai Verna,2019,409556.36,65467,Diesel,Manual,1.4,14.5
Audi Q5,2019,2219742.33,87562,Electric,Manual,0.0,145.6
Toyota Yaris,2012,120000.0,186674,Petrol,Manual,1.2,12.2
Honda Accord,2016,451091.93,63462,Petrol,Automatic,1.9,12.1
Mercedes-Benz C-Class,2008,418718.83,212169,Hybrid,Manual,2.2,17.6
Audi A3,2014,767337.61,145125,Petrol,Automatic,2.3,8.1
Tata Harrier,2010,120000.0,185931,Petrol,Manual,1.6,12.0
Tata Punch,2016,183272.1,162502,Diesel,Automatic,1.2,14.4
Audi Q5,2020,2226679.55,61104,Diesel,Automatic,2.3,11.7
Honda City,2015,282826.27,107407,Diesel,Manual,1.5,17.8
BMW X5,2008,238871.2,256213 KM,Diesel,Manual,1.8,18.2
BMW 1 Series  ,2013,702041.53,114890,Diesel,Automatic,1.8,15.6
Hyundai Creta,2022,569989.29,72067,Diesel,Automatic,1.2,16.2
Ford Mustang,2010,255994.75,107117,Petrol,Manual,2.4,9.8
Tata Harrier,2021,398481.42,72593,Petrol,Manual,1.5,12.6
Maruti Suzuki Swift,2010,120000.0,239019,Diesel,Automatic,1.2,17.7
Maruti Suzuki Brezza,2023,414724.36,46092,Diesel,Manual,1.4,13.4
Tata Punch,2011,120000.0,192383,CNG,Manual,1.7,20.5
Audi A4,2023,3629930.16,45149,Electric,Manual,0.0,181.4
Volkswagen Vento,2016,301162.42,116089,Diesel,Manual,1.5,15.2
Audi A4,2018,1875488.98,72883,Electric,Manual,0.0,197.1
Honda Accord,2017,210986.89,120339,CNG,Automatic,1.0,
Hyundai Tucson,2022,619224.09,"49,883 km",Petrol,Automatic,1.4,15.5
Volkswagen Tiguan,2015,365809.08,102116,Diesel,Automatic,1.6,10.2
Toyota Corolla,2023,1312611.86,38862,Hybrid,Automatic,1.4,26.1
Toyota Yaris  ,2009,120000.0,191013,Petrol,Automatic,1.2,15.8
Hyundai Venue,2009,120000.0,205221,Petrol,Automatic,1.2,14.0
Tata Nexon,2018,511338.59,148333,  Electric ,Automatic,0.0,126.5
Audi A3,2017,899504.37,166159,Petrol,Manual,2.2,9.0
